Employee_Name,EmpID,Salary,Position,State,Zip,DOB,Sex,MaritalDesc,CitizenDesc,HispanicLatino,RaceDesc,DateofHire,DateofTermination,TermReason,EmploymentStatus,Department,ManagerName,ManagerID,RecruitmentSource,PerformanceScore,EngagementSurvey,EmpSatisfaction,SpecialProjectsCount,LastPerformanceReview_Date,DaysLateLast30,Absences,IsTerminated,AttritionFlag,Age,Tenure_Years,EngagementLevel,AgeGroup,SalaryBand
"Immediato, Walter",10289,83082,Production Manager,MA,02128,15/11/1976,M,Married,US Citizen,No,Asian,21/02/2011,24/09/2012,unhappy,Voluntarily Terminated,Production,Janet King,2,Indeed,Needs Improvement,2.34,2,0,04/12/2012,3,4,1,1,48,1.6,Low,40s,Very High
"Exantus, Susan",10290,61620,Software Engineer,MA,01749,15/05/1987,F,Married,US Citizen,No,Black,05/02/2011,06/05/2013,attendance,Terminated For Cause,Software Engineering,Alex Sweetwater,10,Indeed,Needs Improvement,2.1,5,4,08/10/2012,4,19,1,1,38,2.2,Low,30s,Medium
"Smith, John",10291,72992,Sales Manager,MA,01886,16/08/1984,M,Divorced,US Citizen,No,Black,18/05/2014,,N/A-StillEmployed,Active,Sales,Debra Houlihan,15,Diversity Job Fair,Needs Improvement,2.4,4,0,16/01/2019,2,16,0,0,40,11.2,Low,30s,Very High
"Cole, Spencer",10292,59144,Production Technician I,MA,01880,08/12/1979,M,Single,US Citizen,No,Black,07/11/2011,23/09/2016,performance,Terminated For Cause,Production,Kissy Sullivan,20,LinkedIn,Needs Improvement,2,3,0,05/01/2016,5,16,1,1,45,4.9,Low,40s,Medium
"Wallace, Theresa",10293,50274,Production Technician I,MA,01887,08/02/1980,F,Single,US Citizen,No,White,13/08/2012,09/01/2015,career change,Voluntarily Terminated,Production,Elijiah Gray,16,CareerBuilder,Needs Improvement,2.5,3,0,09/05/2014,6,13,1,1,45,2.4,Medium,40s,Low
"Blount, Dianna",10294,66441,Production Technician II,MA,02171,21/09/1990,F,Single,US Citizen,No,White,04/04/2011,,N/A-StillEmployed,Active,Production,Michael Albert,22,CareerBuilder,Needs Improvement,2,3,0,27/02/2019,2,3,0,0,34,14.3,Low,30s,Very High
"Saar-Beckles, Melinda",10295,47750,Production Technician I,MA,01801,06/06/1968,F,Single,US Citizen,No,Black,07/04/2016,,N/A-StillEmployed,Active,Production,Kelley Spirea,18,Diversity Job Fair,Needs Improvement,2.6,4,0,18/02/2019,5,4,0,0,57,9.3,Medium,50s,Low
"Evensen, April",10296,59124,Production Technician I,MA,02458,05/06/1989,F,Single,US Citizen,No,White,17/02/2014,25/02/2018,"no-call, no-show",Terminated For Cause,Production,Elijiah Gray,16,Google Search,Needs Improvement,2.3,3,0,15/01/2017,5,19,1,1,36,4,Low,30s,Medium
"Pelletier, Ermine",10297,60270,Production Technician II,MA,02472,18/07/1989,F,Married,US Citizen,No,Asian,07/05/2011,15/09/2015,unhappy,Voluntarily Terminated,Production,Amy Dunn,11,CareerBuilder,Needs Improvement,2.4,5,0,02/06/2015,5,2,1,1,36,4.4,Low,30s,Medium
"Miller, Ned",10298,55800,Production Technician II,MA,02472,29/06/1985,M,Single,US Citizen,No,White,15/08/2011,09/04/2014,unhappy,Voluntarily Terminated,Production,Brannon Miller,12,LinkedIn,PIP,3,2,0,14/01/2013,6,6,1,1,40,2.7,Medium,30s,Medium
"Erilus, Angela",10299,56847,Production Technician II,MA,02133,25/08/1989,F,Separated,US Citizen,No,White,07/07/2014,,N/A-StillEmployed,Active,Production,Michael Albert,22,Indeed,PIP,3,1,0,25/02/2019,2,5,0,0,35,11.1,Medium,30s,Medium
"Gonzalez, Juan",10300,68898,Production Technician II,MA,02128,10/12/1964,M,Married,US Citizen,No,Black,26/04/2010,30/05/2011,career change,Voluntarily Terminated,Production,Brannon Miller,12,Diversity Job Fair,PIP,3,3,0,03/06/2011,3,10,1,1,60,1.1,Medium,50s,Very High
"Ybarra, Catherine ",10301,48513,Production Technician I,MA,02458,05/04/1982,F,Single,US Citizen,No,Asian,09/02/2008,29/09/2015,Another position,Voluntarily Terminated,Production,Brannon Miller,12,Google Search,PIP,3.2,2,0,09/02/2015,5,4,1,1,43,7.6,Medium,40s,Low
"Sparks, Taylor  ",10302,64021,Production Technician I,MA,02093,20/07/1968,F,Married,US Citizen,No,White,20/02/2012,,N/A-StillEmployed,Active,Production,Brannon Miller,12,Indeed,PIP,2.4,2,1,25/02/2019,6,20,0,0,57,13.5,Low,50s,High
"O'hare, Lynn",10303,52674,Production Technician I,MA,02152,30/09/1980,F,Single,US Citizen,No,White,31/03/2014,05/01/2018,performance,Terminated For Cause,Production,Kissy Sullivan,20,LinkedIn,PIP,2.33,2,0,03/09/2018,6,3,1,1,44,3.8,Low,40s,Low
"Dietrich, Jenna  ",10304,59231,Area Sales Manager,WA,98052,14/05/1987,F,Single,US Citizen,Yes,White,20/02/2012,,N/A-StillEmployed,Active,Sales,John Smith,17,Website,PIP,2.3,1,0,29/01/2019,2,17,0,0,38,13.5,Low,30s,Medium
"Forrest, Alex",10305,70187,Area Sales Manager,MA,02330,07/07/1975,M,Married,US Citizen,No,White,29/09/2014,19/08/2018,Fatal attraction,Terminated For Cause,Sales,Lynn Daneault,21,Employee Referral,PIP,2,5,0,28/01/2019,4,7,1,1,50,3.9,Low,40s,Very High
"Delarge, Alex",10306,61568,Area Sales Manager,AL,36006,11/02/1975,M,Single,US Citizen,No,White,29/09/2014,,N/A-StillEmployed,Active,Sales,John Smith,17,Indeed,PIP,1.93,3,0,30/01/2019,6,5,0,0,50,10.8,Low,40s,Medium
"Stansfield, Norman",10307,58273,Area Sales Manager,NV,89139,05/09/1974,M,Married,US Citizen,No,White,05/12/2014,,N/A-StillEmployed,Active,Sales,Lynn Daneault,21,Website,PIP,1.81,2,0,17/01/2019,3,5,0,0,50,10.7,Low,40s,Medium
"Fernandes, Nilson  ",10308,64057,Production Technician I,MA,02132,18/10/1989,M,Married,US Citizen,No,White,05/11/2015,,N/A-StillEmployed,Active,Production,Amy Dunn,11,Indeed,PIP,1.56,5,0,01/03/2019,6,15,0,0,35,9.7,Low,30s,High
"Fett, Boba",10309,53366,Network Engineer,MA,02138,18/06/1987,M,Single,US Citizen,No,White,30/03/2015,,N/A-StillEmployed,Active,IT,Peter Monroe,7,LinkedIn,PIP,1.2,3,6,02/04/2019,3,2,0,0,38,10.3,Low,30s,Low
"Desimone, Carl ",10310,53189,Production Technician I,MA,02061,19/04/1967,M,Married,US Citizen,No,White,07/07/2014,,N/A-StillEmployed,Active,Production,Amy Dunn,11,Indeed,PIP,1.12,2,0,31/01/2019,4,9,0,0,58,11.1,Low,50s,Low
"Dee, Randy",10311,56991,Production Technician I,MA,02138,15/04/1988,M,Married,US Citizen,No,White,07/09/2018,,N/A-StillEmployed,Active,Production,Brannon Miller,12,Indeed,Fully Meets,4.3,4,3,31/01/2019,2,2,0,0,37,6.9,High,30s,Medium
